,Compound Score,Date,Negative Score,Neutral Score,News Organization,Positive Score,Tweets Ago
276,-0.8555,Wed Aug 01 06:50:58 +0000 2018,0.307,0.693,@CNN,0.0,76
277,0.4215,Wed Aug 01 06:47:09 +0000 2018,0.074,0.781,@CNN,0.145,77
278,-0.6486,Wed Aug 01 06:40:04 +0000 2018,0.209,0.791,@CNN,0.0,78
279,-0.5574,Wed Aug 01 06:33:03 +0000 2018,0.235,0.765,@CNN,0.0,79
280,0.0,Wed Aug 01 01:14:38 +0000 2018,0.0,1.0,@CNN,0.0,80
281,-0.4939,Wed Aug 01 01:04:57 +0000 2018,0.127,0.873,@CNN,0.0,81
282,0.0,Wed Aug 01 01:03:41 +0000 2018,0.0,1.0,@CNN,0.0,82
283,0.0,Wed Aug 01 00:53:55 +0000 2018,0.0,1.0,@CNN,0.0,83
284,0.0,Wed Aug 01 00:53:28 +0000 2018,0.0,1.0,@CNN,0.0,84
285,0.4404,Wed Aug 01 00:41:03 +0000 2018,0.0,0.854,@CNN,0.146,85
286,0.0,Wed Aug 01 00:22:50 +0000 2018,0.0,1.0,@CNN,0.0,86
287,0.0,Tue Jul 31 23:57:35 +0000 2018,0.0,1.0,@CNN,0.0,87
288,0.0,Tue Jul 31 23:43:07 +0000 2018,0.0,1.0,@CNN,0.0,88
289,0.2716,Tue Jul 31 23:37:40 +0000 2018,0.0,0.913,@CNN,0.087,89
290,-0.3818,Tue Jul 31 23:35:18 +0000 2018,0.148,0.852,@CNN,0.0,90
291,0.5267,Tue Jul 31 23:31:06 +0000 2018,0.0,0.764,@CNN,0.236,91
292,0.6249,Tue Jul 31 23:14:01 +0000 2018,0.0,0.785,@CNN,0.215,92
293,0.4019,Tue Jul 31 23:11:05 +0000 2018,0.0,0.886,@CNN,0.114,93
294,0.0,Tue Jul 31 23:01:05 +0000 2018,0.0,1.0,@CNN,0.0,94
295,0.4215,Tue Jul 31 22:52:16 +0000 2018,0.074,0.781,@CNN,0.145,95
296,0.0,Tue Jul 31 22:49:22 +0000 2018,0.0,1.0,@CNN,0.0,96
297,-0.3612,Tue Jul 31 22:48:26 +0000 2018,0.111,0.889,@CNN,0.0,97
298,-0.6486,Tue Jul 31 22:45:14 +0000 2018,0.209,0.791,@CNN,0.0,98
299,0.5574,Tue Jul 31 22:42:19 +0000 2018,0.0,0.783,@CNN,0.217,99
300,-0.4767,Thu Aug 02 00:35:33 +0000 2018,0.193,0.807,@FoxNews,0.0,0
301,0.0,Thu Aug 02 00:28:15 +0000 2018,0.0,1.0,@FoxNews,0.0,1
302,0.0,Thu Aug 02 00:19:56 +0000 2018,0.0,1.0,@FoxNews,0.0,2
303,-0.7506,Thu Aug 02 00:13:23 +0000 2018,0.315,0.577,@FoxNews,0.108,3
304,-0.4767,Wed Aug 01 23:59:00 +0000 2018,0.193,0.807,@FoxNews,0.0,4
305,-0.8779,Wed Aug 01 23:53:35 +0000 2018,0.373,0.627,@FoxNews,0.0,5
306,0.0,Wed Aug 01 23:46:49 +0000 2018,0.0,1.0,@FoxNews,0.0,6
307,0.5423,Wed Aug 01 23:38:24 +0000 2018,0.0,0.829,@FoxNews,0.171,7
308,-0.1808,Wed Aug 01 23:38:19 +0000 2018,0.241,0.545,@FoxNews,0.214,8
309,0.2023,Wed Aug 01 23:29:22 +0000 2018,0.11,0.746,@FoxNews,0.145,9
310,0.3716,Wed Aug 01 23:26:50 +0000 2018,0.148,0.683,@FoxNews,0.169,10
311,0.4939,Wed Aug 01 23:25:57 +0000 2018,0.0,0.789,@FoxNews,0.211,11
312,0.5423,Wed Aug 01 23:20:15 +0000 2018,0.0,0.829,@FoxNews,0.171,12
313,-0.3612,Wed Aug 01 23:13:00 +0000 2018,0.172,0.828,@FoxNews,0.0,13
314,0.5423,Wed Aug 01 23:11:21 +0000 2018,0.0,0.829,@FoxNews,0.171,14
315,-0.5994,Wed Aug 01 23:08:04 +0000 2018,0.274,0.726,@FoxNews,0.0,15
316,-0.4019,Wed Aug 01 22:57:37 +0000 2018,0.124,0.876,@FoxNews,0.0,16
317,-0.2396,Wed Aug 01 22:48:12 +0000 2018,0.115,0.816,@FoxNews,0.069,17
318,-0.8402,Wed Aug 01 22:39:18 +0000 2018,0.429,0.571,@FoxNews,0.0,18
319,-0.34,Wed Aug 01 22:35:41 +0000 2018,0.179,0.821,@FoxNews,0.0,19
320,0.0,Wed Aug 01 22:33:30 +0000 2018,0.0,1.0,@FoxNews,0.0,20
321,0.0,Wed Aug 01 22:28:05 +0000 2018,0.0,1.0,@FoxNews,0.0,21
322,-0.296,Wed Aug 01 22:25:07 +0000 2018,0.155,0.845,@FoxNews,0.0,22
323,0.0,Wed Aug 01 22:14:20 +0000 2018,0.0,1.0,@FoxNews,0.0,23
324,-0.3612,Wed Aug 01 22:12:18 +0000 2018,0.2,0.8,@FoxNews,0.0,24
325,0.25,Wed Aug 01 21:56:54 +0000 2018,0.064,0.826,@FoxNews,0.11,25
326,-0.4019,Wed Aug 01 21:51:04 +0000 2018,0.172,0.828,@FoxNews,0.0,26
327,-0.34,Wed Aug 01 21:42:00 +0000 2018,0.156,0.844,@FoxNews,0.0,27
328,-0.25,Wed Aug 01 21:36:00 +0000 2018,0.227,0.625,@FoxNews,0.148,28
329,0.128,Wed Aug 01 21:28:46 +0000 2018,0.0,0.897,@FoxNews,0.103,29
330,0.4019,Wed Aug 01 21:20:40 +0000 2018,0.0,0.856,@FoxNews,0.144,30
331,0.0,Wed Aug 01 21:16:00 +0000 2018,0.0,1.0,@FoxNews,0.0,31
332,0.296,Wed Aug 01 21:10:56 +0000 2018,0.138,0.667,@FoxNews,0.195,32
333,0.0,Wed Aug 01 21:04:09 +0000 2018,0.0,1.0,@FoxNews,0.0,33
334,0.0,Wed Aug 01 21:01:35 +0000 2018,0.0,1.0,@FoxNews,0.0,34
335,0.2577,Wed Aug 01 20:55:52 +0000 2018,0.155,0.574,@FoxNews,0.271,35
336,-0.4939,Wed Aug 01 20:47:50 +0000 2018,0.186,0.814,@FoxNews,0.0,36
337,-0.3071,Wed Aug 01 20:43:19 +0000 2018,0.138,0.771,@FoxNews,0.092,37
338,0.8074,Wed Aug 01 20:33:49 +0000 2018,0.0,0.49,@FoxNews,0.51,38
339,-0.34,Wed Aug 01 20:24:57 +0000 2018,0.146,0.854,@FoxNews,0.0,39
340,0.0,Wed Aug 01 18:18:00 +0000 2018,0.0,1.0,@FoxNews,0.0,40
341,0.0,Wed Aug 01 18:02:14 +0000 2018,0.0,1.0,@FoxNews,0.0,41
342,-0.2023,Wed Aug 01 17:54:14 +0000 2018,0.138,0.759,@FoxNews,0.103,42
343,0.6369,Wed Aug 01 17:50:54 +0000 2018,0.0,0.743,@FoxNews,0.257,43
344,0.5994,Wed Aug 01 17:48:09 +0000 2018,0.0,0.766,@FoxNews,0.234,44
345,0.4981,Wed Aug 01 17:32:41 +0000 2018,0.0,0.832,@FoxNews,0.168,45
346,0.0,Wed Aug 01 17:32:36 +0000 2018,0.0,1.0,@FoxNews,0.0,46
347,0.4404,Wed Aug 01 17:31:36 +0000 2018,0.0,0.692,@FoxNews,0.308,47
348,0.0,Wed Aug 01 17:29:00 +0000 2018,0.0,1.0,@FoxNews,0.0,48
349,0.6597,Wed Aug 01 17:28:19 +0000 2018,0.0,0.722,@FoxNews,0.278,49
350,0.0,Wed Aug 01 17:27:26 +0000 2018,0.0,1.0,@FoxNews,0.0,50
351,0.4576,Wed Aug 01 17:26:41 +0000 2018,0.0,0.857,@FoxNews,0.143,51
352,0.7579,Wed Aug 01 17:24:59 +0000 2018,0.0,0.683,@FoxNews,0.317,52
353,-0.2023,Wed Aug 01 17:24:21 +0000 2018,0.158,0.721,@FoxNews,0.122,53
354,0.2895,Wed Aug 01 17:15:16 +0000 2018,0.0,0.887,@FoxNews,0.113,54
355,-0.34,Wed Aug 01 17:13:32 +0000 2018,0.107,0.893,@FoxNews,0.0,55
356,0.0,Wed Aug 01 17:08:17 +0000 2018,0.0,1.0,@FoxNews,0.0,56
357,0.4981,Wed Aug 01 16:57:04 +0000 2018,0.0,0.832,@FoxNews,0.168,57
358,0.802,Wed Aug 01 16:48:37 +0000 2018,0.132,0.364,@FoxNews,0.505,58
359,0.0,Wed Aug 01 16:41:08 +0000 2018,0.0,1.0,@FoxNews,0.0,59
360,-0.5994,Wed Aug 01 11:14:39 +0000 2018,0.234,0.766,@FoxNews,0.0,60
361,0.0,Wed Aug 01 10:59:36 +0000 2018,0.0,1.0,@FoxNews,0.0,61
362,0.3862,Wed Aug 01 10:29:51 +0000 2018,0.0,0.873,@FoxNews,0.127,62
363,0.0,Wed Aug 01 10:21:01 +0000 2018,0.0,1.0,@FoxNews,0.0,63
364,-0.6705,Wed Aug 01 10:13:46 +0000 2018,0.2,0.8,@FoxNews,0.0,64
365,0.0,Wed Aug 01 10:10:44 +0000 2018,0.0,1.0,@FoxNews,0.0,65
366,0.0,Wed Aug 01 09:41:38 +0000 2018,0.0,1.0,@FoxNews,0.0,66
367,-0.8555,Wed Aug 01 09:38:30 +0000 2018,0.296,0.704,@FoxNews,0.0,67
368,0.0,Wed Aug 01 09:33:13 +0000 2018,0.0,1.0,@FoxNews,0.0,68
369,0.0,Wed Aug 01 09:27:29 +0000 2018,0.0,1.0,@FoxNews,0.0,69
370,-0.8555,Wed Aug 01 09:20:28 +0000 2018,0.296,0.704,@FoxNews,0.0,70
371,0.0,Wed Aug 01 09:17:47 +0000 2018,0.0,1.0,@FoxNews,0.0,71
372,-0.5574,Wed Aug 01 09:15:00 +0000 2018,0.175,0.825,@FoxNews,0.0,72
373,0.5719,Wed Aug 01 09:07:00 +0000 2018,0.0,0.684,@FoxNews,0.316,73
374,0.0,Wed Aug 01 09:00:00 +0000 2018,0.0,1.0,@FoxNews,0.0,74
375,-0.4767,Wed Aug 01 08:53:00 +0000 2018,0.181,0.819,@FoxNews,0.0,75
376,-0.4939,Wed Aug 01 08:45:00 +0000 2018,0.151,0.849,@FoxNews,0.0,76
377,-0.1779,Wed Aug 01 08:38:00 +0000 2018,0.197,0.669,@FoxNews,0.134,77
378,0.0,Wed Aug 01 08:30:00 +0000 2018,0.0,1.0,@FoxNews,0.0,78
379,-0.7845,Wed Aug 01 08:23:00 +0000 2018,0.434,0.566,@FoxNews,0.0,79
380,0.0516,Wed Aug 01 00:42:01 +0000 2018,0.118,0.753,@FoxNews,0.129,80
381,-0.5106,Wed Aug 01 00:40:38 +0000 2018,0.187,0.739,@FoxNews,0.074,81
382,0.0,Wed Aug 01 00:34:53 +0000 2018,0.0,1.0,@FoxNews,0.0,82
383,0.5423,Wed Aug 01 00:29:47 +0000 2018,0.0,0.8,@FoxNews,0.2,83
384,0.4588,Wed Aug 01 00:27:49 +0000 2018,0.058,0.796,@FoxNews,0.146,84
385,-0.3612,Wed Aug 01 00:21:53 +0000 2018,0.135,0.865,@FoxNews,0.0,85
386,0.2724,Wed Aug 01 00:18:54 +0000 2018,0.0,0.913,@FoxNews,0.087,86
387,0.34,Wed Aug 01 00:13:30 +0000 2018,0.0,0.854,@FoxNews,0.146,87
388,0.4215,Wed Aug 01 00:07:39 +0000 2018,0.0,0.823,@FoxNews,0.177,88
389,0.2716,Wed Aug 01 00:03:06 +0000 2018,0.0,0.878,@FoxNews,0.122,89
390,0.0,Wed Aug 01 00:01:48 +0000 2018,0.0,1.0,@FoxNews,0.0,90
391,0.0,Tue Jul 31 23:57:23 +0000 2018,0.0,1.0,@FoxNews,0.0,91
392,0.6908,Tue Jul 31 23:56:22 +0000 2018,0.0,0.787,@FoxNews,0.213,92
393,0.0,Tue Jul 31 23:53:04 +0000 2018,0.0,1.0,@FoxNews,0.0,93
394,0.6705,Tue Jul 31 23:47:41 +0000 2018,0.0,0.744,@FoxNews,0.256,94
395,0.4767,Tue Jul 31 23:45:37 +0000 2018,0.0,0.659,@FoxNews,0.341,95
396,0.7351,Tue Jul 31 23:40:59 +0000 2018,0.0,0.617,@FoxNews,0.383,96
397,0.3612,Tue Jul 31 23:37:48 +0000 2018,0.0,0.872,@FoxNews,0.128,97
398,0.0772,Tue Jul 31 23:34:26 +0000 2018,0.0,0.942,@FoxNews,0.058,98
399,0.8074,Tue Jul 31 23:31:30 +0000 2018,0.0,0.49,@FoxNews,0.51,99
400,0.7096,Thu Aug 02 00:32:02 +0000 2018,0.0,0.688,@nytimes,0.312,0
401,0.0,Thu Aug 02 00:17:03 +0000 2018,0.122,0.756,@nytimes,0.122,1
402,0.4404,Thu Aug 02 00:02:02 +0000 2018,0.0,0.884,@nytimes,0.116,2
403,0.4939,Wed Aug 01 23:47:03 +0000 2018,0.0,0.842,@nytimes,0.158,3
404,0.0,Wed Aug 01 23:32:04 +0000 2018,0.0,1.0,@nytimes,0.0,4
405,0.4019,Wed Aug 01 23:17:03 +0000 2018,0.0,0.881,@nytimes,0.119,5
406,-0.0516,Wed Aug 01 23:02:08 +0000 2018,0.066,0.934,@nytimes,0.0,6
407,-0.1655,Wed Aug 01 22:50:48 +0000 2018,0.088,0.912,@nytimes,0.0,7
408,0.0,Wed Aug 01 22:47:06 +0000 2018,0.0,1.0,@nytimes,0.0,8
409,-0.3612,Wed Aug 01 22:32:11 +0000 2018,0.143,0.857,@nytimes,0.0,9
410,-0.5859,Wed Aug 01 22:17:16 +0000 2018,0.153,0.847,@nytimes,0.0,10
411,0.4767,Wed Aug 01 22:02:06 +0000 2018,0.0,0.86,@nytimes,0.14,11
412,-0.34,Wed Aug 01 21:47:07 +0000 2018,0.098,0.902,@nytimes,0.0,12
413,0.0,Wed Aug 01 21:32:06 +0000 2018,0.0,1.0,@nytimes,0.0,13
414,0.0,Wed Aug 01 21:17:19 +0000 2018,0.0,1.0,@nytimes,0.0,14
415,0.0,Wed Aug 01 21:01:05 +0000 2018,0.0,1.0,@nytimes,0.0,15
416,0.4019,Wed Aug 01 20:45:05 +0000 2018,0.0,0.876,@nytimes,0.124,16
417,0.0,Wed Aug 01 20:30:10 +0000 2018,0.0,1.0,@nytimes,0.0,17
418,-0.3182,Wed Aug 01 20:15:05 +0000 2018,0.119,0.881,@nytimes,0.0,18
419,-0.25,Wed Aug 01 20:00:06 +0000 2018,0.095,0.905,@nytimes,0.0,19
420,0.0,Wed Aug 01 19:45:05 +0000 2018,0.0,1.0,@nytimes,0.0,20
421,0.0,Wed Aug 01 19:30:10 +0000 2018,0.0,1.0,@nytimes,0.0,21
422,-0.1162,Wed Aug 01 19:15:05 +0000 2018,0.147,0.65,@nytimes,0.202,22
423,-0.0772,Wed Aug 01 19:00:09 +0000 2018,0.148,0.673,@nytimes,0.179,23
424,0.4767,Wed Aug 01 18:45:08 +0000 2018,0.0,0.806,@nytimes,0.194,24
425,0.6369,Wed Aug 01 18:30:16 +0000 2018,0.0,0.826,@nytimes,0.174,25
426,0.0,Wed Aug 01 18:15:09 +0000 2018,0.0,1.0,@nytimes,0.0,26
427,0.0,Wed Aug 01 18:00:09 +0000 2018,0.0,1.0,@nytimes,0.0,27
428,0.0,Wed Aug 01 17:57:16 +0000 2018,0.0,1.0,@nytimes,0.0,28
429,0.0,Wed Aug 01 17:54:34 +0000 2018,0.0,1.0,@nytimes,0.0,29
430,0.0,Wed Aug 01 17:51:02 +0000 2018,0.0,1.0,@nytimes,0.0,30
431,-0.7269,Wed Aug 01 17:48:14 +0000 2018,0.289,0.711,@nytimes,0.0,31
432,0.5598,Wed Aug 01 17:22:21 +0000 2018,0.0,0.847,@nytimes,0.153,32
433,0.3182,Wed Aug 01 17:15:06 +0000 2018,0.0,0.897,@nytimes,0.103,33
434,-0.7506,Wed Aug 01 17:04:32 +0000 2018,0.252,0.748,@nytimes,0.0,34
435,0.4019,Wed Aug 01 16:45:09 +0000 2018,0.0,0.891,@nytimes,0.109,35
436,0.0,Wed Aug 01 16:30:06 +0000 2018,0.0,1.0,@nytimes,0.0,36
437,0.0772,Wed Aug 01 16:15:08 +0000 2018,0.078,0.829,@nytimes,0.093,37
438,-0.8658,Wed Aug 01 16:00:07 +0000 2018,0.409,0.591,@nytimes,0.0,38
439,-0.5256,Wed Aug 01 15:45:09 +0000 2018,0.139,0.861,@nytimes,0.0,39
440,0.1406,Wed Aug 01 10:51:01 +0000 2018,0.0,0.937,@nytimes,0.063,40
441,-0.7906,Wed Aug 01 10:40:06 +0000 2018,0.323,0.603,@nytimes,0.074,41
442,0.5574,Wed Aug 01 10:30:14 +0000 2018,0.123,0.577,@nytimes,0.3,42
443,0.6369,Wed Aug 01 10:15:07 +0000 2018,0.0,0.819,@nytimes,0.181,43
444,0.0,Wed Aug 01 10:00:09 +0000 2018,0.0,1.0,@nytimes,0.0,44
445,0.3612,Wed Aug 01 09:45:05 +0000 2018,0.0,0.889,@nytimes,0.111,45
446,0.5106,Wed Aug 01 09:32:05 +0000 2018,0.106,0.58,@nytimes,0.314,46
447,0.0,Wed Aug 01 09:15:08 +0000 2018,0.0,1.0,@nytimes,0.0,47
448,0.0,Wed Aug 01 09:00:05 +0000 2018,0.0,1.0,@nytimes,0.0,48
449,-0.4767,Wed Aug 01 08:46:05 +0000 2018,0.188,0.711,@nytimes,0.1,49
450,0.0,Wed Aug 01 08:30:08 +0000 2018,0.0,1.0,@nytimes,0.0,50
451,-0.5423,Wed Aug 01 08:15:06 +0000 2018,0.143,0.857,@nytimes,0.0,51
452,0.0959,Wed Aug 01 08:02:02 +0000 2018,0.114,0.759,@nytimes,0.128,52
453,-0.7713,Wed Aug 01 07:47:02 +0000 2018,0.268,0.732,@nytimes,0.0,53
454,0.5994,Wed Aug 01 07:32:06 +0000 2018,0.0,0.813,@nytimes,0.187,54
455,0.7845,Wed Aug 01 07:18:31 +0000 2018,0.0,0.615,@nytimes,0.385,55
456,0.2023,Wed Aug 01 07:18:06 +0000 2018,0.0,0.878,@nytimes,0.122,56
457,0.0258,Wed Aug 01 07:05:06 +0000 2018,0.123,0.749,@nytimes,0.128,57
458,0.0258,Wed Aug 01 06:36:50 +0000 2018,0.093,0.811,@nytimes,0.097,58
459,-0.1027,Wed Aug 01 06:19:32 +0000 2018,0.076,0.924,@nytimes,0.0,59
460,0.0,Tue Jul 31 20:31:04 +0000 2018,0.0,1.0,@nytimes,0.0,60
461,0.0,Tue Jul 31 20:15:10 +0000 2018,0.0,1.0,@nytimes,0.0,61
462,0.2023,Tue Jul 31 20:00:13 +0000 2018,0.0,0.917,@nytimes,0.083,62
463,0.0,Tue Jul 31 19:45:10 +0000 2018,0.0,1.0,@nytimes,0.0,63
464,0.7783,Tue Jul 31 19:30:12 +0000 2018,0.0,0.625,@nytimes,0.375,64
465,0.0,Tue Jul 31 19:15:09 +0000 2018,0.0,1.0,@nytimes,0.0,65
466,0.296,Tue Jul 31 19:00:07 +0000 2018,0.111,0.726,@nytimes,0.162,66
467,0.0,Tue Jul 31 18:45:07 +0000 2018,0.0,1.0,@nytimes,0.0,67
468,-0.296,Tue Jul 31 18:30:15 +0000 2018,0.121,0.879,@nytimes,0.0,68
469,-0.5719,Tue Jul 31 18:15:11 +0000 2018,0.188,0.812,@nytimes,0.0,69
470,-0.3182,Tue Jul 31 18:00:18 +0000 2018,0.103,0.897,@nytimes,0.0,70
471,0.0,Tue Jul 31 17:45:10 +0000 2018,0.0,1.0,@nytimes,0.0,71
472,0.4588,Tue Jul 31 17:30:09 +0000 2018,0.0,0.864,@nytimes,0.136,72
473,0.25,Tue Jul 31 17:15:04 +0000 2018,0.149,0.614,@nytimes,0.237,73
474,-0.2732,Tue Jul 31 17:05:08 +0000 2018,0.11,0.89,@nytimes,0.0,74
475,0.0,Tue Jul 31 16:50:03 +0000 2018,0.0,1.0,@nytimes,0.0,75
476,-0.5859,Tue Jul 31 16:35:04 +0000 2018,0.15,0.803,@nytimes,0.047,76
477,-0.4767,Tue Jul 31 16:21:57 +0000 2018,0.162,0.838,@nytimes,0.0,77
478,0.0,Tue Jul 31 16:15:06 +0000 2018,0.0,1.0,@nytimes,0.0,78
479,0.0,Tue Jul 31 16:00:18 +0000 2018,0.0,1.0,@nytimes,0.0,79
480,0.2732,Tue Jul 31 01:17:02 +0000 2018,0.062,0.8,@nytimes,0.138,80
481,0.0,Tue Jul 31 01:03:10 +0000 2018,0.0,1.0,@nytimes,0.0,81
482,-0.296,Tue Jul 31 00:47:05 +0000 2018,0.099,0.901,@nytimes,0.0,82
483,-0.4019,Tue Jul 31 00:32:03 +0000 2018,0.119,0.881,@nytimes,0.0,83
484,0.8779,Tue Jul 31 00:17:02 +0000 2018,0.0,0.675,@nytimes,0.325,84
485,-0.296,Tue Jul 31 00:02:08 +0000 2018,0.099,0.901,@nytimes,0.0,85
486,0.0258,Mon Jul 30 23:47:05 +0000 2018,0.093,0.811,@nytimes,0.097,86
487,-0.7184,Mon Jul 30 23:32:03 +0000 2018,0.25,0.75,@nytimes,0.0,87
488,0.0,Mon Jul 30 23:17:03 +0000 2018,0.0,1.0,@nytimes,0.0,88
489,0.5267,Mon Jul 30 23:02:03 +0000 2018,0.0,0.833,@nytimes,0.167,89
490,0.0,Mon Jul 30 22:47:04 +0000 2018,0.0,1.0,@nytimes,0.0,90
491,-0.0762,Mon Jul 30 22:32:07 +0000 2018,0.08,0.92,@nytimes,0.0,91
492,0.0,Mon Jul 30 22:12:04 +0000 2018,0.0,1.0,@nytimes,0.0,92
493,-0.3182,Mon Jul 30 21:59:04 +0000 2018,0.133,0.788,@nytimes,0.079,93
494,0.0,Mon Jul 30 21:48:04 +0000 2018,0.0,1.0,@nytimes,0.0,94
495,0.7178,Mon Jul 30 21:40:05 +0000 2018,0.0,0.709,@nytimes,0.291,95
496,0.0,Mon Jul 30 21:32:05 +0000 2018,0.0,1.0,@nytimes,0.0,96
497,0.1027,Mon Jul 30 21:21:04 +0000 2018,0.102,0.777,@nytimes,0.121,97
498,0.1027,Mon Jul 30 21:13:39 +0000 2018,0.097,0.787,@nytimes,0.116,98
499,0.0,Mon Jul 30 21:00:06 +0000 2018,0.0,1.0,@nytimes,0.0,99
